instance, best_cost (-1 -> not known), weighted, unweighted, any-time?
planning_wt-logistics01c.wcsp.wcnf,8865,True,False,False
drmx-cryptogen_wt-wolfram72_0.wcnf,9288,True,False,False
drmx-cryptogen_wt-wolfram72_1.wcnf,9288,True,False,False
drmx-cryptogen_wt-wolfram72_6.wcnf,9288,True,False,False
CSG_wt-CSGNaive60-60-53.wcnf,9829,True,False,False
MaxSATQueriesinInterpretableClassifiers_wt-adult_test_2_CNF_2_5.wcnf,10962,True,False,False
CSG_wt-CSGNaive70-70-91.wcnf,11177,True,False,False
drmx-cryptogen_wt-wolfram80_7.wcnf,11440,True,False,False
drmx-cryptogen_wt-wolfram80_8.wcnf,11440,True,False,False
css-refactoring_wt-archlinux.dimacs.wcnf,11744,True,False,False
haplotyping-pedigrees_wt-ped3.G.recomb10-0.20-14.wcnf,11990,True,False,False
mpmcs_wt-test60--n-7500.wcnf,14066,True,False,False
haplotyping-pedigrees_wt-ped3.G.recomb10-0.10-9.wcnf,15407,True,False,False
haplotyping-pedigrees_wt-ped3.G.recomb10-0.01-1.wcnf,15748,True,False,False
haplotyping-pedigrees_wt-ped3.G.recomb10-0.01-2.wcnf,16784,True,False,False
CSG_wt-CSG140-140-46.wcnf,16960,True,False,False
CSG_wt-CSGNaive140-140-0.wcnf,18185,True,False,False
mpe_wt-random-net-20-3_network-7.net.wcnf,19031,True,False,False
mpe_wt-random-net-20-5_network-3.net.wcnf,19569,True,False,True
css-refactoring_wt-dblp.dimacs.wcnf,25014,True,False,False
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-5.wcnf,25054,True,False,False
relational-inference_wt-ar-1.wcnf,25062,True,False,False
mpe_wt-random-net-30-3_network-8.net.wcnf,26361,True,False,False
spot5_wt-507.wcsp.dir.wcnf,27390,True,False,False
spot5_wt-507.wcsp.log.wcnf,27390,True,False,False
CSG_wt-CSG150-150-55.wcnf,27533,True,False,False
spot5_wt-1502.wcsp.log.wcnf,28042,True,False,False
mpe_wt-random-net-30-5_network-4.net.wcnf,28151,True,False,True
abstraction-refinement_wt-downcast-hsqldb.wcnf,30207,True,False,True
CSG_wt-CSGNaive150-150-55.wcnf,30495,True,False,False
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-3.wcnf,31442,True,False,False
MaxSATQueriesinInterpretableClassifiers_wt-compas_train_2_CNF_3_15.wcnf,31514,True,False,True
spot5_wt-509.wcsp.dir.wcnf,36446,True,False,False
spot5_wt-414.wcsp.dir.wcnf,38478,True,False,False
spot5_wt-414.wcsp.log.wcnf,38478,True,False,False
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-13.wcnf,40755,True,False,True
css-refactoring_wt-wikipedia.dimacs.wcnf,42676,True,False,False
auctions_wt-cat_paths_60_70_0007.txt.wcnf,43384,True,False,False
relational-inference_wt-ar-3.wcnf,43814,True,False,False
css-refactoring_wt-facebook1.dimacs.wcnf,45581,True,False,False
abstraction-refinement_wt-downcast-avrora.wcnf,46642,True,False,True
haplotyping-pedigrees_wt-ped2.G.recomb10-0.01-3.wcnf,47737,True,False,False
haplotyping-pedigrees_wt-ped2.G.recomb10-0.10-9.wcnf,47741,True,False,False
mpe_wt-random-net-60-3_network-7.net.wcnf,51691,True,False,True
abstraction-refinement_wt-polysite-avrora.wcnf,51801,True,False,True
CSG_wt-CSG140-140-6.wcnf,52385,True,False,True
haplotyping-pedigrees_wt-ped2.G.recomb10-0.20-12.wcnf,54713,True,False,True
mpe_wt-random-net-60-2_network-2.net.wcnf,55787,True,False,False
haplotyping-pedigrees_wt-ped2.G.recomb10-0.10-8.wcnf,55874,True,False,False
auctions_wt-cat_sched_60_100_0005.txt.wcnf,56308,True,False,False
CSG_wt-CSGNaive140-140-6.wcnf,56309,True,False,True
auctions_wt-cat_sched_60_70_0003.txt.wcnf,61169,True,False,False
auctions_wt-cat_paths_60_90_0005.txt.wcnf,63761,True,False,False
abstraction-refinement_wt-downcast-xalan.wcnf,65491,True,False,True
css-refactoring_wt-openstreetmap.dimacs.wcnf,65915,True,False,False
mpe_wt-random-net-80-2_network-3.net.wcnf,70391,True,False,False
css-refactoring_wt-londonist.dimacs.wcnf,70703,True,False,False
auctions_wt-cat_sched_60_190_0001.txt.wcnf,71645,True,False,False
auctions_wt-cat_sched_60_160_0001.txt.wcnf,72012,True,False,False
abstraction-refinement_wt-downcast-antlr.wcnf,76250,True,False,True
mpe_wt-random-net-100-2_network-1.net.wcnf,87174,True,False,False
auctions_wt-cat_sched_60_190_0002.txt.wcnf,90463,True,False,False
mpe_wt-random-net-100-2_network-10.net.wcnf,91062,True,False,False
causal-discovery_wt-causal_Bands_6_277.wcnf,91349,True,False,True
auctions_wt-cat_paths_60_150_0004.txt.wcnf,93389,True,False,False
auctions_wt-cat_sched_60_90_0000.txt.wcnf,96833,True,False,False
causal-discovery_wt-causal_Horse.23_7_300.wcnf,98964,True,False,False
mpe_wt-random-net-120-1_network-4.net.wcnf,103641,True,False,False
auctions_wt-cat_reg_60_200_0005.txt.wcnf,104732,True,False,False
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.1_9.wcnf,107667,True,False,True
mpe_wt-random-net-120-1_network-7.net.wcnf,109277,True,False,False
mpe_wt-random-net-120-1_network-9.net.wcnf,109910,True,False,False
auctions_wt-cat_reg_60_150_0004.txt.wcnf,113503,True,False,False
css-refactoring_wt-amazon.dimacs.wcnf,113575,True,False,False
abstraction-refinement_wt-polysite-xalan.wcnf,114620,True,False,True
auctions_wt-cat_sched_60_160_0004.txt.wcnf,116193,True,False,False
css-refactoring_wt-ebay.dimacs.wcnf,123941,True,False,False
spot5_wt-42.wcsp.dir.wcnf,155050,True,False,False
css-refactoring_wt-guardian.dimacs.wcnf,160777,True,False,False
spot5_wt-1504.wcsp.dir.wcnf,161287,True,False,False
abstraction-refinement_wt-polysite-hsqldb.wcnf,172382,True,False,True
css-refactoring_wt-github.dimacs.wcnf,187405,True,False,False
auctions_wt-cat_sched_60_200_0003.txt.wcnf,187411,True,False,False
abstraction-refinement_wt-polysite-pmd.wcnf,188398,True,False,True
auctions_wt-cat_reg_60_220_0002.txt.wcnf,189259,True,False,False
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.4_2.wcnf,193813,True,False,True
mpe_wt-random-net-220-1_network-1.net.wcnf,216304,True,False,False
mpe_wt-random-net-240-1_network-7.net.wcnf,219252,True,False,False
ParametricRBACMaintenance_mse20_wt-role_smallcomp_multiple_0.5_2.wcnf,224309,True,False,True
css-refactoring_wt-youtube.dimacs.wcnf,227167,True,False,False
auctions_wt-cat_sched_60_200_0000.txt.wcnf,242832,True,False,False
mpe_wt-random-net-280-1_network-6.net.wcnf,266168,True,False,False
mpmcs_wt-test17--n-2500.wcnf,284520,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-B-3-2-abcdeir.wcnf,328661,True,False,False
relational-inference_wt-ar-2.wcnf,394748,True,False,True
causal-discovery_wt-causal_Water_7_380.wcnf,414473,True,False,False
abstraction-refinement_wt-polysite-lusearch.wcnf,421456,True,False,True
spot5_wt-1405.wcsp.dir.wcnf,459415,True,False,True
spot5_wt-1405.wcsp.log.wcnf,459415,True,False,True
spot5_wt-1407.wcsp.log.wcnf,459570,True,False,True
upgradeability_wt-rand30_l1.wcnf,531473,True,False,False
warehouses_wt-warehouse1.wcsp.wcnf,730567,True,False,False
upgradeability_wt-mancoosi-test-i10d0u98-0.wcnf,1780760,True,False,False
upgradeability_wt-mancoosi-test-i10d0u98-9.wcnf,1780767,True,False,False
upgradeability_wt-mancoosi-test-i20d0u98-0.wcnf,1780797,True,False,False
upgradeability_wt-mancoosi-test-i10d0u98-16.wcnf,1780806,True,False,False
upgradeability_wt-mancoosi-test-i40d0u98-7.wcnf,1780807,True,False,False
upgradeability_wt-rand653_l2.wcnf,1851319,True,False,False
causal-discovery_wt-causal_Water_10_100.wcnf,1885872,True,False,True
causal-discovery_wt-causal_hailfinder_7_100.wcnf,2036684,True,False,True
upgradeability_wt-rand717_l2.wcnf,2205487,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-A-2-combined-irabcde.wcnf,2220415,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-B-2-2-irEDCBA.wcnf,2273346,True,False,False
upgradeability_wt-rand196_l2.wcnf,2285302,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-1-abcdeir.wcnf,3507317,True,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_TRANSITIVE_N190.wcnf,3553940,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Orl_BINARY_N300_D0.200.wcnf,4355327,True,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_TRANSITIVE_N120.wcnf,5072948,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-B-2-combined-EDCBAir.wcnf,5876811,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-B-3-combined-EDCBAir.wcnf,6029693,True,False,False
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-combined-EDCBAir.wcnf,6240245,True,False,False
warehouses_wt-cap131.wcsp.wcnf,7934385,True,False,False
warehouses_wt-cap91.wcsp.wcnf,7966472,True,False,False
warehouses_wt-cap132.wcsp.wcnf,8514942,True,False,False
warehouses_wt-cap92.wcsp.wcnf,8547029,True,False,False
warehouses_wt-cap71.wcsp.wcnf,9326144,True,False,False
warehouses_wt-cap72.wcsp.wcnf,9777981,True,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf,12826525,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf,13029842,True,False,False
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220.wcnf,13890288,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf,14205411,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270.wcnf,15714757,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf,19711940,True,False,True
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf,32719676,True,False,True
causal-discovery_wt-causal_insurance_8_10000.wcnf,38605539,True,False,True
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-abcdeir.wcnf,44321234,True,False,False
causal-discovery_wt-causal_n5_i5_N10000_uai13_log_int.wcnf,46030289,True,False,False
causal-discovery_wt-causal_Diabetes_8_1000.wcnf,54543894,True,False,False
mpmcs_wt-test32--n-5000.wcnf,63984958,True,False,False
causal-discovery_wt-causal_Mildew_8_1000.wcnf,69443335,True,False,True
causal-discovery_wt-causal_n5_i10_N500_uai13_log_int.wcnf,75755143,True,False,False
upgradeability_wt-mancoosi-test-i1000d0u98-2.wcnf,77059701,True,False,False
mpmcs_wt-test39--n-5000.wcnf,89562456,True,False,False
BTBNSL_wt-Rounded_BTWBNSL_Wine_TWBound_3.wcnf,127107900,True,False,True
mpmcs_wt-test18--n-2500.wcnf,130484455,True,False,False
BTBNSL_wt-Rounded_BTWBNSL_Hepatitis.BIC_TWBound4.wcnf,132258419,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf,170450495,True,False,True
mpmcs_wt-test29--n-5000.wcnf,378308687,True,False,False
mpmcs_wt-test34--n-5000.wcnf,424495269,True,False,False
mpmcs_wt-test2--n-2500.wcnf,464771733,True,False,False
upgradeability_wt-mancoosi-test-i3000d0u98-73.wcnf,527875592,True,False,False
mpmcs_wt-test22--n-5000.wcnf,641968767,True,False,False
mpmcs_wt-test47--n-7500.wcnf,644477962,True,False,False
upgradeability_wt-mancoosi-test-i4000d0u98-93.wcnf,678268636,True,False,False
upgradeability_wt-mancoosi-test-i4000d0u98-92.wcnf,723402933,True,False,False
upgradeability_wt-mancoosi-test-i4000d0u98-94.wcnf,843524790,True,False,False
upgradeability_wt-mancoosi-test-i4000d0u98-84.wcnf,858696784,True,False,False
causal-discovery_wt-causal_n6_i2_N500_uai13_log_int.wcnf,877436991,True,False,True
dalculus_wt-f49-DC_TotalLoss.seq-B-3-1-abcdeir.wcnf,1140346276,True,False,False
BTBNSL_wt-Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3.wcnf,1326306453,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,1388734978,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_3.wcnf,2247205740,True,False,False
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4.wcnf,5247324551,True,False,True
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2.wcnf,5247673868,True,False,True
causal-discovery_wt-causal_n7_i8_N10000_uai14_log_int.wcnf,11486104693,True,False,False
causal-discovery_wt-causal_n7_i8_N500_uai14_log_int.wcnf,11486104693,True,False,False
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-irabcde.wcnf,14734224771,True,False,False
dalculus_wt-f49-DC_TotalLoss.seq-A-2-combined-irabcde.wcnf,14735114187,True,False,False
dalculus_wt-f49-DC_TotalLoss.seq-B-2-combined-irEDCBA.wcnf,14778847207,True,False,False
dalculus_wt-f49-DC_TotalLoss.seq-B-2-2-irEDCBA.wcnf,14779157155,True,False,False
causal-discovery_wt-causal_n7_i5_N10000_uai14_log_int.wcnf,20711646820,True,False,False
causal-discovery_wt-causal_n7_i4_N500_uai14_log_int.wcnf,37532020924,True,False,True
dalculus_wt-f49-DC_TotalLoss.seq-B-3-combined-irEDCBA.wcnf,87221947078,True,False,False
dalculus_wt-f49-DC_TotalLoss.seq-A-3-1-EDCBAir.wcnf,119565855313,True,False,False
c-inference-pre-processing_c_inference_50_56_fq1.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_50_56_vq12.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_50_64_v38.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_50_65_vq16.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_0_fq16.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_56_fq5.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_57_fq6.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_59_v50.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_61_vq11.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_63_vq12.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_66_fq5.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_60_90_fq20.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_70_96_f37.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_70_97_fq1.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_70_99_vq20.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_80_0_fq16.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_80_1_fq10.wcnf,0,False,True,False
c-inference-pre-processing_c_inference_90_36_vq15.wcnf,0,False,True,False
causal-discovery-causal_n5_i2_N500_uai13_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n5_i4_N500_uai13_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n5_i5_N10000_uai13_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n5_i7_N1000_uai13_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n5_i8_N10000_uai13_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i1_N500_uai13_harddeps_int.wcnf,1,False,True,True
causal-discovery-causal_n6_i4_N500_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i5_N10000_uai13_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i7_N1000_uai14_harddeps_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i8_N1000_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i9_N1000_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n6_i9_N10000_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n7_i8_N1000_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n7_i8_N10000_uai14_constant_int.wcnf,1,False,True,False
causal-discovery-causal_n7_i9_N500_uai14_constant_int.wcnf,1,False,True,False
CircuitDebuggingProblems-ac97_ctrl-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-divider-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-mem_ctrl-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-mrisc-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-rsdecoder-debug.dimacs.wcnf,1,False,True,True
CircuitDebuggingProblems-spi-debug.dimacs.wcnf,1,False,True,True
CircuitDebuggingProblems-sudoku-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-vga-debug.dimacs.wcnf,1,False,True,False
CircuitDebuggingProblems-wb-debug.dimacs.wcnf,2,False,True,False
CircuitTraceCompaction-ctrl.wcnf,2,False,True,False
CircuitTraceCompaction-mrisc_mem2wire.wcnf,2,False,True,False
CircuitTraceCompaction-spi.wcnf,2,False,True,False
CircuitTraceCompaction-sudoku.wcnf,2,False,True,False
close_solutions-SAT_RACE06__velev-pipe-sat-1.0-b9.cnf.wcnf.8.wcnf,2,False,True,True
close_solutions-SAT02__industrial__goldberg__fpga_routing__vda_gr_rcs_w9.shuffled.cnf.wcnf.8.wcnf,2,False,True,False
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug4_q0.used-as.sat04-723.cnf.wcnf.8.wcnf,2,False,True,True
close_solutions-SAT04__industrial__velev__pipe-sat-1-1__12pipe_bug6_q0.used-as.sat04-725.cnf.wcnf.3.wcnf,2,False,True,True
close_solutions-SAT07__industrial__vliw_sat_4.0__9vliw_m_9stages_iq3_C1_bug6.cnf.wcnf.4.wcnf,2,False,True,True
close_solutions-SAT11__application__fuhs__AProVE11__AProVE11-16.cnf.wcnf.1.wcnf,2,False,True,True
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-12-step16.cnf.wcnf.2.wcnf,1,False,True,False
close_solutions-SAT11__application__jarvisalo__AAAI2010-SATPlanning__aaai10-planning-ipc5-pipesworld-18-step16.cnf.wcnf.4.wcnf,1,False,True,False
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-bin_libsmbsharemodes_vc5759-tseitin.cnf.wcnf.2.wcnf,3,False,True,False
close_solutions-SAT11__application__jarvisalo__smtqfbv-aigs__smtlib-qfbv-aigs-rfunit_flat-64-tseitin.cnf.wcnf.8.wcnf,3,False,True,False
close_solutions-SAT11__application__leberre__2dimensionalstrippacking__E05F18.cnf.wcnf.9.wcnf,3,False,True,False
close_solutions-SAT11__application__manthey__traffic__traffic_3_uc_sat.cnf.wcnf.3.wcnf,3,False,True,False
close_solutions-SAT11__application__rintanen__SATPlanning__openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.085-SAT.cnf.wcnf.1.wcnf,3,False,True,False
close_solutions-teams16_l6a.cnf.wcnf,3,False,True,False
close_solutions-teams20_l5a.cnf.wcnf,3,False,True,False
ConsistentQueryAnswering-real-2.wcnf,3,False,True,False
ConsistentQueryAnswering-real-6.wcnf,3,False,True,False
ConsistentQueryAnswering-synthetic-10.wcnf,3,False,True,False
ConsistentQueryAnswering-synthetic-12.wcnf,3,False,True,False
ConsistentQueryAnswering-synthetic-13.wcnf,3,False,True,False
ConsistentQueryAnswering-synthetic-15.wcnf,3,False,True,False
ConsistentQueryAnswering-synthetic-18.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-2.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-20.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-21.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-3.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-5.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-6.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-7.wcnf,4,False,True,False
ConsistentQueryAnswering-synthetic-8.wcnf,4,False,True,False
decision-tree-australian-credit-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-australian-credit-un-formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-car-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-hypothyroid-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-kr-vs-kp-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-mushroom-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,0,False,True,True
decision-tree-soybean-un-formula_0.8_2021_atleast_127_max-6_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-soybean-un-formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,4,False,True,True
decision-tree-soybean-un-formula_0.8_2021_atleast_31_max-4_reduced_incomplete_tree.wcnf,4,False,True,True
