Name,CASHWMaxSAT-DisjCom-S6,CASHWMaxSAT-DisjCom-S9,UWrMaxSat-SCIP,EvalMaxSAT,CASHWMaxSAT-DisjCad-S6,CASHWMaxSAT-DisjCad-S9,EvalMaxSAT-SBVA,EvalMaxSAT-SBVA-saveCores,wmaxcdcl-openwbo1200,cgss_default,cgss_abst_cg,wmaxcdcl,Pacose,PacoseMP2,Exact,VBS
abstraction-refinement_wt-downcast-antlr.wcnf,1462.58,1787.13,273.002,996.109,562.708,563.16,1252.76,1207.89,165.193,829.329,716.862,475.557,FAILED,FAILED,FAILED,165.193
abstraction-refinement_wt-downcast-avrora.wcnf,129.042,129.151,128.834,630.498,228.224,227.665,767.999,766.29,63.8481,404.529,370.271,409.708,FAILED,2338.47,515.059,63.8481
abstraction-refinement_wt-downcast-hsqldb.wcnf,573.151,572.386,613.425,836.463,467.2,468.85,1043.19,1001.92,150.514,835.441,717.222,910.768,1071.41,611.123,289.775,150.514
abstraction-refinement_wt-downcast-pmd.wcnf,518.488,519.63,521.916,926.88,618.068,618.039,1059.06,1084.74,98,809.669,885.36,776.487,1279.02,997.047,800.583,98
abstraction-refinement_wt-downcast-xalan.wcnf,174.524,177.009,172.931,696.81,311.702,309.525,875.946,899.59,235.311,499.106,518.815,322.698,3462.22,1897.21,1632.87,172.931
abstraction-refinement_wt-polysite-avrora.wcnf,174.736,174.107,187.168,569.122,168.462,168.422,717.993,722.153,62.5967,339.491,328.105,298.976,560.122,384.912,148.018,62.5967
abstraction-refinement_wt-polysite-bloat.wcnf,1637.88,1609.69,1610.57,1024.4,1187.44,1189.53,1205.51,1200.7,FAILED,1631.26,1436.34,FAILED,FAILED,FAILED,1198.22,1024.4
abstraction-refinement_wt-polysite-hsqldb.wcnf,553.058,504.129,506.271,761.583,510.157,509.502,927.312,935.743,280.225,944.435,790.177,714.965,554.994,618.023,502.227,280.225
abstraction-refinement_wt-polysite-lusearch.wcnf,84.4647,83.6942,84.7846,519.343,157.324,157.815,578.15,627.429,37.9203,313.772,257.481,136.229,1514.1,1257.88,207.413,37.9203
abstraction-refinement_wt-polysite-pmd.wcnf,461.152,451.237,526.641,828.49,471.139,468.589,1017.17,982.936,197.91,983.65,933.766,725.264,FAILED,3498.78,413.516,197.91
abstraction-refinement_wt-polysite-xalan.wcnf,359.454,318.404,323.346,1219.46,868.605,865.397,1462.83,1366.84,831.737,1598.15,2078.75,695.322,FAILED,FAILED,1480.18,318.404
af-synthesis_wt-af-synthesis_stb_50_100_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3311,FAILED,FAILED,2096.33,1328.65,1307.86,FAILED,1307.86
af-synthesis_wt-af-synthesis_stb_50_120_5.wcnf,FAILED,FAILED,2867.41,2985.48,2139.94,2442.9,FAILED,FAILED,2102.99,FAILED,1877.81,868.466,675.031,565.611,FAILED,565.611
af-synthesis_wt-af-synthesis_stb_50_140_0.wcnf,1998.35,2052.9,3290.78,FAILED,FAILED,FAILED,FAILED,FAILED,2116.05,3049.48,2941.23,1081.53,664.893,498.543,FAILED,498.543
af-synthesis_wt-af-synthesis_stb_50_140_1.wcnf,FAILED,FAILED,3136.98,FAILED,FAILED,FAILED,FAILED,FAILED,2382.33,FAILED,FAILED,1244.45,855.805,803.146,FAILED,803.146
af-synthesis_wt-af-synthesis_stb_50_140_7.wcnf,1827.84,2424.5,2006.88,FAILED,2310.46,2904.59,FAILED,FAILED,2003.01,FAILED,FAILED,1097.38,738.72,580.032,FAILED,580.032
af-synthesis_wt-af-synthesis_stb_50_160_1.wcnf,3386.53,3127.87,3012.42,3476.67,FAILED,2812.47,FAILED,FAILED,1936.22,2601.52,2707.71,722.182,544.449,440.936,FAILED,440.936
af-synthesis_wt-af-synthesis_stb_50_160_5.wcnf,FAILED,FAILED,3536.1,FAILED,FAILED,FAILED,FAILED,FAILED,2514.33,3306.31,FAILED,1248.52,760.347,590.135,FAILED,590.135
af-synthesis_wt-af-synthesis_stb_50_160_9.wcnf,1248.08,1548.57,2148.98,3416.83,2046.59,2311.76,FAILED,2770.77,1811.29,1078.96,1000.2,685.93,534.218,260.656,FAILED,260.656
af-synthesis_wt-af-synthesis_stb_50_20_4.wcnf,3137.26,3438.06,1463.41,FAILED,2823.85,3127.72,FAILED,FAILED,1653.33,1597.61,2851.98,476.263,326.418,274.67,FAILED,274.67
af-synthesis_wt-af-synthesis_stb_50_20_8.wcnf,2643.44,2939.85,1799.91,FAILED,2716.61,3011.81,FAILED,FAILED,1764.42,2855.3,2541.69,716.766,248.463,286.416,FAILED,248.463
af-synthesis_wt-af-synthesis_stb_50_200_0.wcnf,1966.02,1969.93,2504.09,FAILED,2114.06,2407.68,FAILED,FAILED,2173.01,3544.97,2981.13,828.144,541.234,735.201,FAILED,541.234
af-synthesis_wt-af-synthesis_stb_50_200_5.wcnf,2627.53,2942.54,3002.55,FAILED,2202.59,2481.53,FAILED,FAILED,2134.87,1804.28,1710.69,902.425,921.554,889.58,FAILED,889.58
af-synthesis_wt-af-synthesis_stb_50_40_0.wcnf,1931.84,2232.72,1966.89,1962.45,2486.12,2788.44,2492.8,3094.62,1574.39,480.344,918.42,420.719,181.498,183.195,FAILED,181.498
af-synthesis_wt-af-synthesis_stb_50_40_6.wcnf,3300.81,3581.03,2238.55,FAILED,FAILED,FAILED,FAILED,FAILED,2103.11,FAILED,FAILED,1025.54,478.626,602.812,FAILED,478.626
af-synthesis_wt-af-synthesis_stb_50_40_8.wcnf,1848.03,2183.63,3465.75,FAILED,1887.44,2192.54,FAILED,FAILED,2290.29,2356.53,2831.79,1125.73,376.829,453.2,FAILED,376.829
auctions_wt-cat_paths_60_150_0004.txt.wcnf,0.362,0.364,0.3541,180.694,0.4763,0.4779,173.932,181.054,9.822,0.0201,0.0249,3.793,7.6269,8.6966,FAILED,0.0201
auctions_wt-cat_paths_60_70_0007.txt.wcnf,0.08,0.0796,0.008,10.0349,0.0885,0.0875,9.9121,10.022,0.0147,0.0026,0.003,1.1823,0.0304,1.1186,0.672,0.0026
auctions_wt-cat_paths_60_90_0005.txt.wcnf,0.2494,0.2502,0.0131,180.226,0.1889,0.1897,180.451,180.468,0.0203,0.0207,0.0275,0.9837,1.1545,4.3234,22.7528,0.0131
auctions_wt-cat_reg_60_150_0004.txt.wcnf,2.4795,2.4633,4.7785,56.2112,1.8629,1.8615,57.204,63.5814,741.021,0.0379,0.0361,5.7578,3.171,4.2235,10.2843,0.0361
auctions_wt-cat_reg_60_200_0005.txt.wcnf,3.9926,4.1509,403.42,184.847,3.7815,3.7945,227.795,229.781,1214.5,5.1281,5.5416,18.5847,88.5665,65.5537,2266.89,3.7815
auctions_wt-cat_reg_60_220_0002.txt.wcnf,7.4067,7.4225,4.584,45.315,7.9045,7.8997,51.4385,49.5707,1204.74,0.0727,0.0771,4.8554,5.3403,6.0877,3.3177,0.0727
auctions_wt-cat_sched_60_100_0005.txt.wcnf,0.2449,0.2438,0.0164,9.7388,0.1801,0.1801,9.55,9.3357,0.0246,0.0045,0.0044,0.9147,0.0824,1.2046,0.0805,0.0044
auctions_wt-cat_sched_60_160_0001.txt.wcnf,0.8161,0.8177,0.0216,13.3338,0.5391,0.5365,14.0337,14.3154,0.0462,FAILED,FAILED,1.9953,0.1737,1.4001,1.7229,0.0216
auctions_wt-cat_sched_60_160_0004.txt.wcnf,0.4821,0.4671,0.0313,13.6422,0.5367,0.533,13.0648,12.9849,0.0449,0.0113,0.0112,0.0309,0.553,1.804,0.7409,0.0112
auctions_wt-cat_sched_60_190_0001.txt.wcnf,1.4787,1.4822,0.0486,17.8413,0.8149,0.8155,17.1968,17.9111,0.0645,0.0321,0.0647,2.2433,0.5774,1.8393,0.4531,0.0321
auctions_wt-cat_sched_60_190_0002.txt.wcnf,1.2501,1.1973,0.0386,15.8684,0.9501,0.9555,15.823,16.6085,0.0689,0.3459,0.3672,3.9675,0.6685,1.9116,1.7962,0.0386
auctions_wt-cat_sched_60_200_0000.txt.wcnf,3.521,3.549,0.044,30.3042,2.4,2.4053,30.0729,31.9852,0.0609,1.5057,4.6304,1.3317,1.4811,2.7295,17.21,0.044
auctions_wt-cat_sched_60_200_0003.txt.wcnf,1.2011,1.2127,0.0383,22.3283,0.6953,0.6969,23.2399,22.4766,0.0615,14.8556,18.4629,3.8645,0.7295,1.9059,2.2815,0.0383
auctions_wt-cat_sched_60_70_0003.txt.wcnf,0.0757,0.0782,0.0103,8.2447,0.1144,0.1147,9.5629,8.4146,0.0199,0.0037,0.0037,0.0067,0.0503,1.1761,0.0264,0.0037
auctions_wt-cat_sched_60_90_0000.txt.wcnf,0.0933,0.1309,0.0243,9.857,0.1542,0.1541,8.9111,8.9889,0.0186,0.0043,0.004,0.0081,0.3464,1.4209,0.0244,0.004
BTBNSL_wt-Rounded_BTWBNSL_alarm_100_1_3.scores_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_asia_10000_1_3.scores_TWBound_3.wcnf,475.468,472.807,59.3852,423.168,190.405,189.604,451.748,500.721,1215.02,1591.84,1167.81,13.5697,6.2501,17.3466,37.303,6.2501
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_Flag.BIC_TWBound_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_2.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3051.07,FAILED,FAILED,3051.07
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_1000_1_3.scores_TWBound_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3207.84,FAILED,FAILED,3207.84
BTBNSL_wt-Rounded_BTWBNSL_hailfinder_10000_1_3.scores_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_Hepatitis.BIC_TWBound4.wcnf,FAILED,FAILED,FAILED,FAILED,2612.92,2307.33,FAILED,FAILED,FAILED,2714.59,FAILED,3421.93,440.277,3282.23,FAILED,440.277
BTBNSL_wt-Rounded_BTWBNSL_Horse.BIC_TWBound_2.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_insurance_100_1_3.scores_TWBound_3.wcnf,1585.57,1879.68,FAILED,FAILED,1359.11,1658.79,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,471.099,FAILED,FAILED,471.099
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,3423.51,FAILED,FAILED,3423.51
BTBNSL_wt-Rounded_BTWBNSL_insurance_1000_1_3.scores_TWBound_4.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
BTBNSL_wt-Rounded_BTWBNSL_Water_1000_1_2.scores_TWBound_3.wcnf,769.558,1067.71,132.067,986.862,FAILED,FAILED,1353.2,FAILED,FAILED,FAILED,FAILED,FAILED,347.553,FAILED,FAILED,132.067
BTBNSL_wt-Rounded_BTWBNSL_Wine_TWBound_3.wcnf,FAILED,FAILED,FAILED,FAILED,3008.77,3302.97,FAILED,FAILED,2182.44,FAILED,FAILED,982.054,376.785,3539.81,3569.8,376.785
causal-discovery_wt-causal_Bands_6_277.wcnf,675.4,953.737,55.5185,875.135,696.769,995.409,1045.45,995.152,1327.52,783.207,822.153,131.563,164.19,653.791,2884.02,55.5185
causal-discovery_wt-causal_Diabetes_8_1000.wcnf,633.248,903.617,85.2121,744.902,88.2175,88.526,763.718,619.429,49.4869,49.0964,100.892,87.9614,1467.45,51.3853,13.3604,13.3604
causal-discovery_wt-causal_hailfinder_7_100.wcnf,827.347,1079.75,179.293,1023.77,821.158,1120.79,1067.27,1048.49,3156.91,238.372,1527.84,1987.41,1636.15,1025.5,FAILED,179.293
causal-discovery_wt-causal_Horse.23_7_300.wcnf,607.495,907.451,5.5762,752.736,617.219,917.341,783.257,839.388,1202.55,19.1001,39.6647,20.4728,28.0643,1758.55,5.5873,5.5762
causal-discovery_wt-causal_insurance_8_10000.wcnf,729.336,992.397,85.4428,902.231,436.088,431.663,962.724,968.735,2957.87,207.951,223.783,1760.39,875.188,852.793,1356.84,85.4428
causal-discovery_wt-causal_Mildew_8_1000.wcnf,828.208,1083.93,94.9223,1190.85,982.239,836.362,1261.24,1310.41,FAILED,246.831,247.694,FAILED,FAILED,2032.79,FAILED,94.9223
causal-discovery_wt-causal_n5_i10_N500_uai13_log_int.wcnf,606.879,907.79,8.3916,463.491,611.625,917.208,480.197,474.197,187.269,9.0514,15.039,39.8883,10.9757,14.5122,19.4836,8.3916
causal-discovery_wt-causal_n5_i5_N10000_uai13_log_int.wcnf,608.19,915.337,7.3204,431.779,615.928,915.884,438.351,446.626,182.346,26.8278,20.0813,42.4588,9.7756,20.8011,51.7546,7.3204
causal-discovery_wt-causal_n6_i2_N500_uai13_log_int.wcnf,239.766,239.986,118.99,648.354,940.115,931.255,826.609,823.846,1745.07,508.555,526.935,697.086,87.6158,827.086,413.776,87.6158
causal-discovery_wt-causal_n7_i4_N500_uai14_log_int.wcnf,673.768,1008.38,74.5367,636.304,700.778,1000.83,603.64,739.675,979.591,1555.76,2283.5,182.07,236.39,319.548,FAILED,74.5367
causal-discovery_wt-causal_n7_i5_N10000_uai14_log_int.wcnf,614.574,915.087,6.3087,319.42,630.893,930.748,400.24,409.924,1202.46,33.8406,33.8181,44.8925,29.8884,31.3986,FAILED,6.3087
causal-discovery_wt-causal_n7_i8_N10000_uai14_log_int.wcnf,603.721,905.155,4.0141,267.811,608.704,908.555,274.812,283.547,10.8169,4.1621,4.1386,16.6768,25.9138,20.1734,664.313,4.0141
causal-discovery_wt-causal_n7_i8_N500_uai14_log_int.wcnf,607.889,903.626,3.7641,278.58,610.298,910.188,273.145,290.601,3.8207,5.4531,3.8315,19.547,27.2882,20.0159,FAILED,3.7641
causal-discovery_wt-causal_Water_10_100.wcnf,3194.5,2657.89,1220.07,2071.08,FAILED,FAILED,2144.59,2111.55,1337.68,FAILED,FAILED,831.006,FAILED,FAILED,725.603,725.603
causal-discovery_wt-causal_Water_7_380.wcnf,623.946,919.092,20.8125,917.385,636.1,935.74,963.609,997.066,1280.64,168.976,285.393,88.7526,172.803,3073.34,872.279,20.8125
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N280_D0.200.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
correlation-clustering_wt-Rounded_CorrelationClustering_Ionosphere_BINARY_N300_D0.200.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
correlation-clustering_wt-Rounded_CorrelationClustering_Orl_BINARY_N300_D0.200.wcnf,628.285,927.991,24.5312,1205.89,649.846,949.979,1233.79,1331.59,FAILED,33.452,40.1175,FAILED,FAILED,FAILED,FAILED,24.5312
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N240.wcnf,625.98,926.165,27.0396,887.072,624.83,924.557,909.564,900.32,FAILED,22.9933,25.7958,FAILED,FAILED,FAILED,FAILED,22.9933
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N320.wcnf,688.783,989.06,FAILED,1384.71,682.227,981.913,1260.81,1231.9,FAILED,101.795,99.3289,FAILED,FAILED,FAILED,FAILED,99.3289
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_BINARY_N400.wcnf,921.142,1273.97,FAILED,1601.45,921.862,1220.82,1875.89,1876.96,FAILED,579.136,351.438,FAILED,FAILED,FAILED,FAILED,351.438
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_TRANSITIVE_N270.wcnf,143.125,155.316,139.767,1739.88,435.302,437.625,1874.76,1662.14,1420.18,396.172,443.228,FAILED,FAILED,FAILED,50.7602,50.7602
correlation-clustering_wt-Rounded_CorrelationClustering_Protein1_UNARY_N250.wcnf,1728.98,1266.56,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,2581.76,2423.06,FAILED,FAILED,FAILED,FAILED,1266.56
correlation-clustering_wt-Rounded_CorrelationClustering_Protein2_TRANSITIVE_N120.wcnf,4.9064,5.531,3.946,214.912,9.0641,9.0583,253.918,261.782,190.666,6.347,10.2171,109.217,FAILED,3424.82,226.842,3.946
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N200.wcnf,82.4947,95.8435,50.7083,1559.22,207.812,208.024,1673.05,2274.64,1674.11,189.663,270.77,2664.84,FAILED,FAILED,89.2987,50.7083
correlation-clustering_wt-Rounded_CorrelationClustering_Protein3_TRANSITIVE_N220.wcnf,87.7953,87.8313,74.715,564.909,259.747,259.317,748.303,764.281,1556.79,219.661,262.104,FAILED,FAILED,FAILED,FAILED,74.715
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N360.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_BINARY_N400.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
correlation-clustering_wt-Rounded_CorrelationClustering_Protein4_TRANSITIVE_N190.wcnf,50.1482,42.9523,35.9271,465.177,75.9956,76.0376,642.698,660.876,272.123,800.637,684.682,197.402,FAILED,FAILED,FAILED,35.9271
correlation-clustering_wt-Rounded_CorrelationClustering_Vowel_BINARY_N700_D0.200.wcnf,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED,FAILED
CSG_wt-CSG140-140-46.wcnf,5.4998,5.8806,5.4231,444.82,3.123,3.1177,525.277,522.654,0.6178,2.527,2.8541,25.9953,18.7548,32.6176,5.924,0.6178
CSG_wt-CSG140-140-6.wcnf,43.9407,38.6501,84.9917,1415.28,54.9766,54.8515,1213.91,1085.78,1254.77,70.2826,107.681,54.7687,244.423,338.951,76.2725,38.6501
CSG_wt-CSG150-150-55.wcnf,13.9667,15.4739,21.2462,768.203,21.3722,21.458,872.181,988.261,197.313,42.3178,38.8321,38.093,303.726,250.413,24.7809,13.9667
CSG_wt-CSG40-40-95.wcnf,3.2315,3.2356,0.0923,11.1362,2.7584,2.7515,11.519,11.3253,0.0231,0.0365,0.0373,2.1468,0.0612,1.1277,0.0678,0.0231
CSG_wt-CSG60-60-88.wcnf,5.8735,5.8537,0.3172,25.5599,5.5105,5.5091,26.7562,28.2918,0.0525,0.1198,0.116,6.7047,0.2769,1.574,0.2427,0.0525
CSG_wt-CSGNaive140-140-0.wcnf,5.7586,5.7478,5.6315,469.926,3.8208,3.839,548.069,549.232,3.0662,2.1713,2.3413,25.6897,22.2801,13.8079,4.0031,2.1713
CSG_wt-CSGNaive140-140-6.wcnf,42.3544,42.1694,91.0113,1244.43,69.4805,69.3962,1385.44,1488.37,1272.66,97.8239,231.256,72.7122,703.96,400.117,170.088,42.1694
CSG_wt-CSGNaive150-150-55.wcnf,24.5325,25.7803,22.6104,754.523,26.0221,26.0529,902.508,898.342,1231.97,82.8352,88.0816,59.6835,340.697,364.223,47.2003,22.6104
CSG_wt-CSGNaive60-60-53.wcnf,14.5759,14.6501,0.3403,26.9764,28.5897,28.7446,31.982,28.4047,0.0564,0.1343,0.1334,9.0944,0.5476,1.8085,0.2686,0.0564
CSG_wt-CSGNaive70-70-91.wcnf,10.8804,10.8535,0.5159,22.4128,10.8046,10.8008,27.0395,26.172,0.0712,0.1635,0.1663,4.7042,0.3911,2.67,0.3902,0.0712
css-refactoring_wt-amazon.dimacs.wcnf,1962.07,1731.22,25.2414,1587.55,1728.33,2293.91,1754.82,1808.41,262.622,68.1863,69.4666,105.052,120.513,229.831,452.797,25.2414
css-refactoring_wt-archlinux.dimacs.wcnf,4.1128,4.1031,0.0854,182.253,3.951,3.9537,183.131,183.604,0.1864,0.0591,0.1124,1.1487,0.2972,4.5477,0.1937,0.0591
css-refactoring_wt-dblp.dimacs.wcnf,74.2973,71.7756,1.038,231.878,74.0943,74.0241,343.433,397.683,12.7882,3.4533,5.2102,7.2622,4.6241,10.5193,5.6525,1.038
css-refactoring_wt-ebay.dimacs.wcnf,742.21,739.674,7.5962,969.416,859.271,1017.3,1035.13,1276.87,126.595,17.7395,28.5526,55.6247,66.5746,98.7616,203.232,7.5962
css-refactoring_wt-facebook1.dimacs.wcnf,203.703,206.7,1.5504,360.452,298.075,297.536,328.044,424.667,30.8187,2.2109,2.5575,14.5622,9.5229,22.5646,14.8906,1.5504
css-refactoring_wt-github.dimacs.wcnf,2123.03,1941.66,19.5656,1668.28,782.576,1083.07,1770.64,1910.84,385.441,56.6201,76.0591,152.275,222.752,197.232,495.875,19.5656
css-refactoring_wt-guardian.dimacs.wcnf,1102.54,2137.98,11.569,1109.66,704.556,1004.83,1194.86,1168.14,211.752,21.7422,24.0425,189.593,112.883,139.663,286.876,11.569
css-refactoring_wt-londonist.dimacs.wcnf,142.534,128.167,1.3827,479.893,148.53,147.748,569.027,812.512,16.1882,4.1395,36.1199,8.4975,11.0276,18.1591,72.1287,1.3827
css-refactoring_wt-openstreetmap.dimacs.wcnf,104.841,102.633,1.0853,595.633,180.751,179.932,683.89,838.394,17.4811,5.6284,6.7727,9.4349,19.4255,21.1211,30.8716,1.0853
css-refactoring_wt-wikipedia.dimacs.wcnf,8.6618,8.4809,0.1734,195.022,15.0435,14.9732,189.6,189.477,4.5595,0.1286,0.1434,1.5983,0.9028,5.9286,0.6025,0.1286
css-refactoring_wt-youtube.dimacs.wcnf,628.349,927.193,20.3235,1518.51,704.952,1005.91,1679.3,1861.68,1325.75,52.3413,41.5028,243.033,FAILED,FAILED,1375.01,20.3235
dalculus_wt-f1-DataDisplay_0_order4.seq-A-2-combined-irabcde.wcnf,0.0806,0.0831,0.0113,7.4978,0.6548,0.6537,7.5728,7.5187,0.0126,0.0085,0.0086,1.9975,0.0128,2.306,0.0444,0.0085
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-1-abcdeir.wcnf,0.0341,0.0348,0.0087,4.4177,0.0564,0.0563,4.488,4.1557,0.0132,0.0054,0.0054,0.7297,0.0076,2.3383,0.0283,0.0054
dalculus_wt-f1-DataDisplay_0_order4.seq-A-3-combined-EDCBAir.wcnf,0.0546,0.0523,0.0095,5.2303,0.0939,0.0943,4.5519,4.4715,0.0144,0.0066,0.0061,0.7362,0.0085,2.3247,0.0339,0.0061
